Surname,First_Name,Age,Occupation,Profile_URL
Buffet,Prosper,16,Découpeur en fleurs,https://communards-1871.fr/index.php?page=fiches/notice&individu=35140&liste=liste_nominative_B
Buffet,Prosper Denis,50,Ouvrier jardinier,https://communards-1871.fr/index.php?page=fiches/notice&individu=17883&liste=liste_nominative_B
Buffetaud,Etienne,71,Polisseur sur cuivre,https://communards-1871.fr/index.php?page=fiches/notice&individu=42763&liste=liste_nominative_B
"Buffier, dit Nostag",François Pierre Jules Louis Flavien,26,,https://communards-1871.fr/index.php?page=fiches/notice&individu=12604&liste=liste_nominative_B
Buffin,Jean Louis,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=27099&liste=liste_nominative_B
Buffit,Etienne,8,Sans,https://communards-1871.fr/index.php?page=fiches/notice&individu=23579&liste=liste_nominative_B
Buffit,Etienne,54,Charpentier,https://communards-1871.fr/index.php?page=fiches/notice&individu=34960&liste=liste_nominative_B
Buffo,Dominique Henri,56,Tailleur de pierres,https://communards-1871.fr/index.php?page=fiches/notice&individu=4042&liste=liste_nominative_B
Bugain,Louis François,43,Ouvrier en papiers peints,https://communards-1871.fr/index.php?page=fiches/notice&individu=36228&liste=liste_nominative_B
Bugé,Pierre,36,Coiffeur,https://communards-1871.fr/index.php?page=fiches/notice&individu=14934&liste=liste_nominative_B
Bugeaud,Jacques,28,Maçon,https://communards-1871.fr/index.php?page=fiches/notice&individu=34693&liste=liste_nominative_B
Bugeon,Jean François,69,Sans,https://communards-1871.fr/index.php?page=fiches/notice&individu=37881&liste=liste_nominative_B
Bugette,Edouard Michel,24,Photographe,https://communards-1871.fr/index.php?page=fiches/notice&individu=11947&liste=liste_nominative_B
Bugin,Hilaire Hubert,23,Ajusteur,https://communards-1871.fr/index.php?page=fiches/notice&individu=37115&liste=liste_nominative_B
Bugis,Antoine,54,Terrassier,https://communards-1871.fr/index.php?page=fiches/notice&individu=4763&liste=liste_nominative_B
Bugnard,Joseph Théodore,22,Employé,https://communards-1871.fr/index.php?page=fiches/notice&individu=14006&liste=liste_nominative_B
Bugni,Pierre Laurent,56,Commissionnaire médaillé,https://communards-1871.fr/index.php?page=fiches/notice&individu=17890&liste=liste_nominative_B
Bugnon,,,Peintre de stores,https://communards-1871.fr/index.php?page=fiches/notice&individu=26431&liste=liste_nominative_B
Bugnottet,Gabriel,49,Avocat,https://communards-1871.fr/index.php?page=fiches/notice&individu=12772&liste=liste_nominative_B
Buguet,Jean,44,Domestique,https://communards-1871.fr/index.php?page=fiches/notice&individu=35108&liste=liste_nominative_B
Bühler,Jean,37,Briquetier et journalier,https://communards-1871.fr/index.php?page=fiches/notice&individu=14000&liste=liste_nominative_B
Buhour,Jean,50,Cordier,https://communards-1871.fr/index.php?page=fiches/notice&individu=39124&liste=liste_nominative_B
Buhrer,Emile,28,Découpeur,https://communards-1871.fr/index.php?page=fiches/notice&individu=7135&liste=liste_nominative_B
Buisneau,Henri,44,Menuisier,https://communards-1871.fr/index.php?page=fiches/notice&individu=2259&liste=liste_nominative_B
Buissède,Auguste,29,Journalier,https://communards-1871.fr/index.php?page=fiches/notice&individu=10458&liste=liste_nominative_B
Buisseret,Louis Arsène,43,Cocher,https://communards-1871.fr/index.php?page=fiches/notice&individu=18795&liste=liste_nominative_B
Buisson,,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=16400&liste=liste_nominative_B
Buisson,Eugène,26,Clerc d’huissier,https://communards-1871.fr/index.php?page=fiches/notice&individu=30108&liste=liste_nominative_B
Buisson,Henri,53,Ebéniste,https://communards-1871.fr/index.php?page=fiches/notice&individu=36559&liste=liste_nominative_B
Buisson,Jean,40,Jardinier,https://communards-1871.fr/index.php?page=fiches/notice&individu=11948&liste=liste_nominative_B
Buisson,Jean,58,Maçon,https://communards-1871.fr/index.php?page=fiches/notice&individu=7136&liste=liste_nominative_B
Buisson,Jean Antoine,46,Bijoutier,https://communards-1871.fr/index.php?page=fiches/notice&individu=741&liste=liste_nominative_B
Buisson,Jean Baptiste,,Forgeron,https://communards-1871.fr/index.php?page=fiches/notice&individu=40060&liste=liste_nominative_B
Buisson,Jean Joseph,41,Ouvrier bijoutier,https://communards-1871.fr/index.php?page=fiches/notice&individu=17563&liste=liste_nominative_B
Buisson,Louis Denis,39,Marchand de volailles,https://communards-1871.fr/index.php?page=fiches/notice&individu=34394&liste=liste_nominative_B
Buisson,Louis Joseph Alfred,39,Journalier,https://communards-1871.fr/index.php?page=fiches/notice&individu=3707&liste=liste_nominative_B
Buisson,Louis Paul,17,Journalier,https://communards-1871.fr/index.php?page=fiches/notice&individu=7137&liste=liste_nominative_B
Bujeaud,Victor Jean,41,Homme de lettres,https://communards-1871.fr/index.php?page=fiches/notice&individu=15889&liste=liste_nominative_B
Bujon,François,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=41703&liste=liste_nominative_B
Bujot,Alphonse,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=40057&liste=liste_nominative_B
Bulard,Félix Joseph,23,Relieur,https://communards-1871.fr/index.php?page=fiches/notice&individu=7138&liste=liste_nominative_B
Bulland,Clara,,Lingère,https://communards-1871.fr/index.php?page=fiches/notice&individu=8466&liste=liste_nominative_B
Bullier,Léonard,28,Charretier,https://communards-1871.fr/index.php?page=fiches/notice&individu=11949&liste=liste_nominative_B
Bullier,Paul,35,Marbrier,https://communards-1871.fr/index.php?page=fiches/notice&individu=22003&liste=liste_nominative_B
Bullot,Charles Désiré,32,Plombier,https://communards-1871.fr/index.php?page=fiches/notice&individu=37492&liste=liste_nominative_B
Bulot,Charles,38,Terrassier,https://communards-1871.fr/index.php?page=fiches/notice&individu=17887&liste=liste_nominative_B
Bulot,Philippe,22,Boulanger ouvrier,https://communards-1871.fr/index.php?page=fiches/notice&individu=6140&liste=liste_nominative_B
Bulot,Victor François,34,Pâtissier,https://communards-1871.fr/index.php?page=fiches/notice&individu=2467&liste=liste_nominative_B
Bulteaux,Jean,39,Homme de peine,https://communards-1871.fr/index.php?page=fiches/notice&individu=38597&liste=liste_nominative_B
Bultel,Charlemagne,42,Cocher,https://communards-1871.fr/index.php?page=fiches/notice&individu=7139&liste=liste_nominative_B
Bunel,Charles Louis,46,Journalier,https://communards-1871.fr/index.php?page=fiches/notice&individu=17106&liste=liste_nominative_B
Bunel,Louis,51,Menuisier,https://communards-1871.fr/index.php?page=fiches/notice&individu=7140&liste=liste_nominative_B
Bunel,Louis Clément Alphonse,29,Garçon de salle,https://communards-1871.fr/index.php?page=fiches/notice&individu=20847&liste=liste_nominative_B
Bunel,Louis Lucien,37,Cordonnier,https://communards-1871.fr/index.php?page=fiches/notice&individu=34789&liste=liste_nominative_B
Bunet,Clément Léon,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=42005&liste=liste_nominative_B
Bunot,Ferdinand Victor,35,Bijoutier,https://communards-1871.fr/index.php?page=fiches/notice&individu=31422&liste=liste_nominative_B
Bunoult,Désiré Jacques,54,Agent de publicité,https://communards-1871.fr/index.php?page=fiches/notice&individu=877&liste=liste_nominative_B
Buntillier,,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=12773&liste=liste_nominative_B
Buon,Victor Léon,32,Menuisier,https://communards-1871.fr/index.php?page=fiches/notice&individu=4403&liste=liste_nominative_B
Buquet,Alphonse Lucien Charles,33,Garçon d’hôtel,https://communards-1871.fr/index.php?page=fiches/notice&individu=21959&liste=liste_nominative_B
Buquet,Charles Edouard,23,Architecte,https://communards-1871.fr/index.php?page=fiches/notice&individu=21103&liste=liste_nominative_B
Buquet,Ferdinand,47,Tailleur d’habits,https://communards-1871.fr/index.php?page=fiches/notice&individu=25344&liste=liste_nominative_B
Buquet,Victor,32,Employé au gaz,https://communards-1871.fr/index.php?page=fiches/notice&individu=22053&liste=liste_nominative_B
Buquoy,Léon,15,Ajusteur,https://communards-1871.fr/index.php?page=fiches/notice&individu=32445&liste=liste_nominative_B
Bur,Henri Joseph,28,Marbrier,https://communards-1871.fr/index.php?page=fiches/notice&individu=8882&liste=liste_nominative_B
Burba,Ferdinand,33,Traducteur,https://communards-1871.fr/index.php?page=fiches/notice&individu=24979&liste=liste_nominative_B
Burcelot,Ernest,31,Cordonnier,https://communards-1871.fr/index.php?page=fiches/notice&individu=25339&liste=liste_nominative_B
Burcerey,Jean Baptiste,48,Journalier,https://communards-1871.fr/index.php?page=fiches/notice&individu=32411&liste=liste_nominative_B
Burcey,Félicien,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=15317&liste=liste_nominative_B
Burckart,Charles,,Employé,https://communards-1871.fr/index.php?page=fiches/notice&individu=12774&liste=liste_nominative_B
Burckel,Jacques,33,Ebéniste,https://communards-1871.fr/index.php?page=fiches/notice&individu=7142&liste=liste_nominative_B
Burckel,Joseph,41,Employé de commerce,https://communards-1871.fr/index.php?page=fiches/notice&individu=7141&liste=liste_nominative_B
Burcq,Jean Joseph,64,Peintre,https://communards-1871.fr/index.php?page=fiches/notice&individu=42051&liste=liste_nominative_B
Burdéalda,Eugène,16,Nacrier,https://communards-1871.fr/index.php?page=fiches/notice&individu=38979&liste=liste_nominative_B
Burdener,Auguste,33,Chauffeur,https://communards-1871.fr/index.php?page=fiches/notice&individu=7143&liste=liste_nominative_B
Burdet,Charles Constant,43,Courtier en vins,https://communards-1871.fr/index.php?page=fiches/notice&individu=9658&liste=liste_nominative_B
Burdin,Joseph Hippolyte,32,Menuisier,https://communards-1871.fr/index.php?page=fiches/notice&individu=24926&liste=liste_nominative_B
Buré,Lucien Etienne,46,Négociant en café,https://communards-1871.fr/index.php?page=fiches/notice&individu=18726&liste=liste_nominative_B
Bure,Nicolas,29,Imprimeur en papiers peints,https://communards-1871.fr/index.php?page=fiches/notice&individu=21209&liste=liste_nominative_B
Bureau,Alphonse,60,Palefrenier,https://communards-1871.fr/index.php?page=fiches/notice&individu=8462&liste=liste_nominative_B
Bureau,Emile Auguste,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=13145&liste=liste_nominative_B
Bureau,Jules Pierre Vincent,24,Forgeron,https://communards-1871.fr/index.php?page=fiches/notice&individu=34956&liste=liste_nominative_B
Bureau,Justin,21,Boucher,https://communards-1871.fr/index.php?page=fiches/notice&individu=7144&liste=liste_nominative_B
Bureau,Martial,42,Maçon,https://communards-1871.fr/index.php?page=fiches/notice&individu=32982&liste=liste_nominative_B
Bureau,Victor,51,Menuisier,https://communards-1871.fr/index.php?page=fiches/notice&individu=12775&liste=liste_nominative_B
Bureaux,Clovis Louis,32,Aide fondeur,https://communards-1871.fr/index.php?page=fiches/notice&individu=4536&liste=liste_nominative_B
Bureaux,Pierre Victor,35,Horloger,https://communards-1871.fr/index.php?page=fiches/notice&individu=32758&liste=liste_nominative_B
Burel,Louis,61,Fabricant de bas de soie,https://communards-1871.fr/index.php?page=fiches/notice&individu=36974&liste=liste_nominative_B
Burellier,Jean Baptiste,33,Boucher,https://communards-1871.fr/index.php?page=fiches/notice&individu=3859&liste=liste_nominative_B
Buret,Céleste,36,Domestique,https://communards-1871.fr/index.php?page=fiches/notice&individu=2433&liste=liste_nominative_B
Buret,Charles,31,Homme de peine,https://communards-1871.fr/index.php?page=fiches/notice&individu=3670&liste=liste_nominative_B
Buret,Félix Joseph,,Marchand de vins,https://communards-1871.fr/index.php?page=fiches/notice&individu=23744&liste=liste_nominative_B
Buret,Louis Léon,31,Bijoutier,https://communards-1871.fr/index.php?page=fiches/notice&individu=34621&liste=liste_nominative_B
Burette,Jean Frédéric,57,Marchand colporteur,https://communards-1871.fr/index.php?page=fiches/notice&individu=33373&liste=liste_nominative_B
Burette,Nicolas,45,Ouvrier fileur,https://communards-1871.fr/index.php?page=fiches/notice&individu=37545&liste=liste_nominative_B
Burgan,Jean,53,Garçon de recettes,https://communards-1871.fr/index.php?page=fiches/notice&individu=7145&liste=liste_nominative_B
Burgand,Damien,19,Maçon,https://communards-1871.fr/index.php?page=fiches/notice&individu=4016&liste=liste_nominative_B
Burgand,Maurice,24,Cordonnier,https://communards-1871.fr/index.php?page=fiches/notice&individu=21435&liste=liste_nominative_B
Burgat,Joseph,41,Journalier,https://communards-1871.fr/index.php?page=fiches/notice&individu=21687&liste=liste_nominative_B
Burgat-Charvillon,Pierre,33,Sculpteur en écailles,https://communards-1871.fr/index.php?page=fiches/notice&individu=6057&liste=liste_nominative_B
Burgé,Hippolyte Augustin,38,Cuisinier,https://communards-1871.fr/index.php?page=fiches/notice&individu=21114&liste=liste_nominative_B
Burger,Pierre,52,Scieur de pierres,https://communards-1871.fr/index.php?page=fiches/notice&individu=33082&liste=liste_nominative_B
Burgiard,Ernest Joseph,25,Tapissier,https://communards-1871.fr/index.php?page=fiches/notice&individu=14792&liste=liste_nominative_B
Burgiard,Jules,26,Serrurier,https://communards-1871.fr/index.php?page=fiches/notice&individu=745&liste=liste_nominative_B
Burgos,François,38,Cocher,https://communards-1871.fr/index.php?page=fiches/notice&individu=7146&liste=liste_nominative_B
Burgot,,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=26455&liste=liste_nominative_B
Burgot,,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=14225&liste=liste_nominative_B
Burgué,Louis Auguste,36,Oculiste,https://communards-1871.fr/index.php?page=fiches/notice&individu=42211&liste=liste_nominative_B
Burguet,Jean,34,Journalier,https://communards-1871.fr/index.php?page=fiches/notice&individu=36440&liste=liste_nominative_B
Burguière,Pierre Jean,44,Plombier,https://communards-1871.fr/index.php?page=fiches/notice&individu=38848&liste=liste_nominative_B
Burié,,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=12776&liste=liste_nominative_B
Burleraux,Nicolas Joseph,18,Journalier,https://communards-1871.fr/index.php?page=fiches/notice&individu=7147&liste=liste_nominative_B
Burlot,François Marie,49,Carrier mineur,https://communards-1871.fr/index.php?page=fiches/notice&individu=10142&liste=liste_nominative_B
Burlot,Jean Emile,29,Galochier,https://communards-1871.fr/index.php?page=fiches/notice&individu=5574&liste=liste_nominative_B
Burmans,Victor,29,Employé,https://communards-1871.fr/index.php?page=fiches/notice&individu=2466&liste=liste_nominative_B
Burneton,Joseph,42,Dépolisseur sur cristaux,https://communards-1871.fr/index.php?page=fiches/notice&individu=7148&liste=liste_nominative_B
Burnier,Louis Napoléon,33,Tailleur de pierres,https://communards-1871.fr/index.php?page=fiches/notice&individu=16840&liste=liste_nominative_B
Burnier,Philippe,35,Journalier,https://communards-1871.fr/index.php?page=fiches/notice&individu=13995&liste=liste_nominative_B
Burnol,Albert,23,Doreur sur bois,https://communards-1871.fr/index.php?page=fiches/notice&individu=36285&liste=liste_nominative_B
Burnouf,Alexandre,33,Journalier,https://communards-1871.fr/index.php?page=fiches/notice&individu=33775&liste=liste_nominative_B
Buron,François,47,Ouvrier en caoutchouc,https://communards-1871.fr/index.php?page=fiches/notice&individu=17337&liste=liste_nominative_B
Buron,Léon,31,Peintre,https://communards-1871.fr/index.php?page=fiches/notice&individu=33197&liste=liste_nominative_B
Buron,Pierre Marin,17,Couvreur,https://communards-1871.fr/index.php?page=fiches/notice&individu=4088&liste=liste_nominative_B
Burquet,André,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=41874&liste=liste_nominative_B
Burr,Georges,46,Distributeur de prospectus,https://communards-1871.fr/index.php?page=fiches/notice&individu=9074&liste=liste_nominative_B
Burrer,François,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=18210&liste=liste_nominative_B
